Study,Generation,Sex,Treatment,Sugar Weight,Glucose,Trehalose,Glycogen
Main,F5,male,LSD,2.33,5.482126218,5.416612528,11.9262365
Main,F5,male,LSD,2.63,6.826990846,14.87986285,15.42333194
Main,F5,male,LSD,2.66,7.432149799,6.652266358,15.62191202
Main,F5,male,LSD,2.61,6.875382237,9.656327928,17.12821827
Main,F5,male,LSD,2.58,4.958345317,7.438155051,20.01714065
Main,F5,male,LSD,2.55,6.149981981,10.92634705,20.1135574
Main,F5,male,LSD,2.53,7.927973524,14.78600441,32.30455036
Main,F5,male,LSD,2.49,7.119349286,9.671930255,19.43340792
Main,F5,male,LSD,2.48,7.140687676,11.46049086,32.95833172
Main,F5,male,LSD,2.51,7.461067107,11.70873405,25.38500689
Main,F5,male,LSD,2.62,6.901313424,10.28817607,25.38208994
Main,F5,male,LSD,2.61,7.144094226,8.888551218,20.46366897
Main,F5,male,LSD,2.65,6.255165803,10.76109788,19.41447548
Main,F5,male,LSD,2.52,5.089943103,9.381935218,13.89294005
Main,F5,male,LSD,2.55,7.336523395,9.381445214,20.68680677
Main,F5,male,LSD,2.57,6.131510731,12.71514581,24.5263093
Main,F5,male,LSD,2.63,9.166001393,13.22595798,23.15913997
Main,F5,male,LSD,2.61,8.122861975,11.30823907,17.78228589
Main,F5,male,LSD,2.57,7.299155468,21.7475,19.38435355
Main,F5,male,LSD,2.53,7.822156853,11.67941296,20.10927035
Main,F5,male,LSD,2.49,6.1757837,10.46324756,17.52213439
Main,F5,male,LSD,2.41,5.151667774,9.261136215,19.46285261
Main,F5,male,LSD,2.5,5.886933463,9.025602725,26.48340732
Main,F5,male,LSD,2.89,5.619814745,9.047376213,19.6444412
Main,F5,male,LSD,2.68,5.191005704,0,16.1436514
Main,F5,male,LSD,2.3,5.915589718,11.70755715,17.54150735
Main,F5,male,LSD,2.66,7.500675552,10.39493495,19.41059429
Main,F5,male,LSD,2.36,6.468869478,11.679444,22.27278788
Main,F5,female,LSD,3.67,7.605944678,12.60226421,24.99043708
Main,F5,female,LSD,3.71,11.88886434,11.07997297,20.70970355
Main,F5,female,LSD,3.66,9.696201512,5.179941827,23.69859997
Main,F5,female,LSD,3.49,5.997556695,15.2113597,12.03705526
Main,F5,female,LSD,3.61,6.658880578,9.455373463,13.09129219
Main,F5,female,LSD,3.54,10.93237459,12.29360727,19.97380084
Main,F5,female,LSD,3.62,13.11562124,19.33275943,21.44104198
Main,F5,female,LSD,3.78,8.217940291,15.03399777,25.05309388
Main,F5,female,LSD,3.31,9.629004383,10.87836219,7.346949075
Main,F5,female,LSD,3.39,15.09567139,4.469286464,35.89786647
Main,F5,female,LSD,3.78,10.24284602,16.1963005,18.65530593
Main,F5,female,LSD,3.63,9.602821276,15.61753562,14.72379207
Main,F5,female,LSD,3.68,8.571140859,7.168930485,14.93583903
Main,F5,female,LSD,3.43,7.177518566,14.43523325,17.20237042
Main,F5,female,LSD,3.9,9.309137036,18.4504674,25.55864944
Main,F5,female,LSD,3.54,7.150007701,14.71554968,15.83379429
Main,F5,female,LSD,3.63,7.125041002,17.59830005,20.66993094
Main,F5,female,LSD,3.44,4.730476692,14.29176769,9.300139435
Main,F5,female,LSD,3.46,2.922414054,19.01018038,30.00016855
Main,F5,female,LSD,3.34,5.162967224,8.052658897,4.164262675
Main,F5,female,LSD,3.48,10.31009177,21.42246357,19.22659374
Main,F5,female,LSD,3.34,12.56819514,6.365180969,17.8312549
Main,F5,female,LSD,3.66,13.6209187,16.53926519,40.0247813
Main,F5,female,LSD,3.57,9.972218441,18.41899234,43.45312573
Main,F5,female,LSD,3.74,10.46122169,14.67706808,29.78001493
Main,F5,female,LSD,3.43,6.885143175,12.56606277,29.31001802
Main,F5,female,LSD,3.67,8.267954354,13.21729309,24.52822206
Main,F5,female,LSD,3.44,12.07880808,18.05670564,23.03574861
Main,F5,female,LSD,3.49,3.484525336,7.38950709,5.01436157
Main,F5,female,LSD,3.54,7.203102811,20.61015564,33.46819329
Main,F5,female,LSD,3.44,6.944606542,10.63526421,9.886465154
Main,F5,female,LSD,3.55,9.402882307,14.3221681,20.89349474
Main,F5,female,LSD,3.5,14.17177984,14.90325703,41.87524122
Main,F5,female,LSD,3.74,8.936286654,13.45932966,25.6954103
Main,F5,female,LSD,3.71,11.36377494,16.42423365,47.45746654
Main,F5,female,LSD,3.34,5.653201832,11.81315514,18.94910917
Main,F5,female,LSD,3.68,9.317022989,13.19365375,17.33185664
Main,F5,female,LSD,3.67,12.46552037,15.14794452,40.04052618
Main,F5,female,LSD,3.62,8.125993875,19.25156133,47.99895397
Main,F5,female,LSD,3.31,11.12389347,20.59268634,32.26766348
Main,F5,female,LSD,3.54,9.385616477,16.41202329,31.90726812
Main,F5,female,LSD,3.49,8.078231207,18.60184593,37.96189314
Main,F5,female,LSD,3.78,11.09885889,19.20077074,39.69052942
Main,F5,female,LSD,3.65,10.17251989,16.97060087,45.21695781
Main,F5,male,HSD,2.55,4.72531747,9.179948133,21.78520346
Main,F5,male,HSD,2.51,5.836856279,11.80210148,22.50693078
Main,F5,male,HSD,2.43,6.531402699,13.43935263,12.62558715
Main,F5,male,HSD,2.33,2.937361238,11.21840169,16.04594379
Main,F5,male,HSD,2.55,2.665193479,4.99704151,14.93852735
Main,F5,male,HSD,2.43,6.057613342,8.661835811,19.10288227
Main,F5,male,HSD,2.47,4.328180486,8.130629769,14.05135998
Main,F5,male,HSD,2.38,6.10555067,7.093245792,12.73737695
Main,F5,male,HSD,2.47,5.293390119,7.47995681,15.65367418
Main,F5,male,HSD,2.51,5.502394814,5.836260235,16.06326021
Main,F5,male,HSD,2.49,6.45638246,8.372146206,20.37517494
Main,F5,male,HSD,2.35,6.511120107,7.130830415,17.49281198
Main,F5,male,HSD,2.54,6.3635514,12.82081153,14.68850208
Main,F5,male,HSD,2.59,7.807472538,8.595998727,23.01144235
Main,F5,male,HSD,2.31,6.834370719,5.472338493,9.017539379
Main,F5,male,HSD,2.44,7.86109669,6.877921168,21.49645462
Main,F5,male,HSD,2.43,5.683726303,8.303069328,14.26374549
Main,F5,male,HSD,2.63,8.079483438,10.76327889,28.59117258
Main,F5,male,HSD,2.37,5.543587994,5.337629691,14.37830573
Main,F5,male,HSD,2.44,6.514604222,6.494363132,14.17537624
Main,F5,male,HSD,2.44,6.299397671,7.93453169,21.97910094
Main,F5,male,HSD,2.47,9.000635255,4.559965195,27.30989579
Main,F5,male,HSD,2.54,3.283698244,7.945984784,17.15149337
Main,F5,male,HSD,2.46,7.65069536,9.534315113,25.23664133
Main,F5,male,HSD,2.41,6.210855623,9.583299057,18.75618889
Main,F5,male,HSD,2.63,6.491944839,10.30235783,23.14143941
Main,F5,male,HSD,2.43,7.983793864,6.990258499,23.03744911
Main,F5,male,HSD,2.4,7.253607332,13.10677215,28.12487818
Main,F5,male,HSD,2.43,5.042179237,10.07364165,28.44723043
Main,F5,male,HSD,2.21,2.449283155,5.195695977,17.3593811
Main,F5,male,HSD,2.48,6.533761903,10.92300718,24.00580069
Main,F5,male,HSD,2.45,7.207384605,15.8645,21.59011579
Main,F5,male,HSD,2.58,5.586840883,11.72468196,16.28744754
Main,F5,male,HSD,2.39,6.616232543,9.943791776,19.38152196
Main,F5,male,HSD,2.55,6.142869542,10.24200028,22.59889256
Main,F5,male,HSD,2.53,7.686247902,12.1670327,26.25190698
Main,F5,male,HSD,2.49,7.872114856,9.89301602,26.44272741
Main,F5,male,HSD,2.58,6.028695302,7.069199771,29.63364526
Main,F5,male,HSD,2.53,9.208183942,9.882803986,24.70028842
Main,F5,male,HSD,2.41,6.97134449,10.77906409,22.26462603
Main,F5,male,HSD,2.41,6.14498062,9.366810237,21.95567372
Main,F5,male,HSD,2.43,7.36742175,11.14508522,26.63614628
Main,F5,male,HSD,2.57,8.292574821,11.43225764,29.22363098
Main,F5,male,HSD,2.57,7.916544406,7.144871615,24.84078523
Main,F5,female,HSD,3.34,5.733523597,8.879703492,10.53931205
Main,F5,female,HSD,3.62,7.424455166,13.6053129,9.890750668
Main,F5,female,HSD,3.29,5.957418261,12.68870968,8.69109866
Main,F5,female,HSD,3.38,4.522791442,21.41962981,19.11170178
Main,F5,female,HSD,3.57,6.257249043,16.48827921,33.16868304
Main,F5,female,HSD,3.31,9.62179975,17.54918062,21.69064274
Main,F5,female,HSD,3.41,7.713721941,11.70395437,14.32362138
Main,F5,female,HSD,3.3,5.756556265,13.59793127,12.6451027
Main,F5,female,HSD,3.6,6.041006807,16.41798937,22.0793151
Main,F5,female,HSD,3.47,7.020371234,12.40464014,17.13185852
Main,F5,female,HSD,3.2,6.575888199,11.25017823,12.3682284
Main,F5,female,HSD,3.16,5.784619442,12.40621502,9.272491524
Main,F5,female,HSD,3.53,5.314011539,7.320117536,6.903967728
Main,F5,female,HSD,3.16,7.181768842,11.02480169,11.91462675
Main,F5,female,HSD,3.39,8.309130276,11.49913305,9.647787185
Main,F5,female,HSD,3.47,6.698518337,10.91314279,15.4463667
Main,F5,female,HSD,3.65,8.244617263,15.13470371,15.38653833
Main,F5,female,HSD,3.44,4.902839533,4.611410774,0
Main,F5,female,HSD,3.44,11.99877573,5.657850445,13.62670655
Main,F5,female,HSD,3.42,6.675629478,13.31225351,9.648647373
Main,F5,female,HSD,3.72,6.707441696,16.55960334,22.21610808
Main,F5,female,HSD,3.75,7.240505212,13.23701957,17.05721356
Main,F5,female,HSD,3.63,8.207177842,15.82038984,21.2886
Main,F5,female,HSD,3.73,10.51481871,10.76464096,15.3027428
Main,F5,female,HSD,3.67,10.20871535,12.7923564,15.64191791
Main,F5,female,HSD,3.64,10.17012305,8.49126505,17.80693496
Main,F5,female,HSD,3.61,10.39120473,13.50408764,30.1918968
Main,F5,female,HSD,3.54,9.513282832,14.87072979,20.94974508
Main,F5,female,HSD,3.85,9.095114033,11.28511789,36.88057749
Main,F5,female,HSD,3.55,8.193369809,10.75080869,20.10364645
Main,F5,female,HSD,3.69,8.147197872,11.25910213,19.78686078
Main,F5,female,HSD,3.53,9.236120014,13.70399857,38.63317497
Main,F5,female,HSD,3.63,5.423470295,9.057104659,15.72842467
Main,F5,female,HSD,3.54,8.400282029,8.097565797,10.4463619
Main,F5,female,HSD,3.43,7.000061392,8.055995042,12.02867899
Main,F5,female,HSD,3.5,9.946784588,11.18638703,20.07246901
Main,F5,female,HSD,3.84,13.37042732,14.91991346,28.52380664
Main,F5,female,HSD,3.42,6.468988314,12.22743088,22.70177035
Main,F5,female,HSD,3.57,10.15064987,11.87641656,16.69992255
Main,F5,female,HSD,3.53,9.228694703,13.13461029,15.91175243
Main,F5,female,HSD,3.4,9.048198775,8.725658178,15.28085197
Main,F5,female,HSD,3.84,10.06214168,9.360513147,31.81406912
Main,F5,female,HSD,3.36,8.641157971,15.13947173,18.35802458
Main,F5,female,HSD,3.55,7.574599128,7.587174193,11.43473045
Main,F5,male,CD,2.44,6.577479329,4.754778026,12.01021481
Main,F5,male,CD,2.59,5.985350667,7.446290479,28.40547665
Main,F5,male,CD,2.35,5.074829296,7.186102703,17.55679923
Main,F5,male,CD,2.56,6.487433996,7.929477863,22.24910073
Main,F5,male,CD,2.61,6.174786823,7.192034723,18.7432605
Main,F5,male,CD,2.5,5.136625108,14.19366017,15.76723888
Main,F5,male,CD,2.49,6.29006937,10.11155506,18.75279645
Main,F5,male,CD,2.52,7.175790057,10.22500582,22.01932721
Main,F5,male,CD,2.5,8.574276651,8.2666441,30.13584325
Main,F5,male,CD,2.73,6.285865655,7.148490261,24.83102941
Main,F5,male,CD,2.41,6.549739082,4.74466879,20.39506012
Main,F5,male,CD,2.49,5.769538698,5.550600986,18.53349605
Main,F5,male,CD,2.44,6.450359236,8.455957595,23.57736724
Main,F5,male,CD,2.44,7.706525396,7.377368064,23.30834207
Main,F5,male,CD,2.5,8.130032763,11.38698199,17.29045231
Main,F5,male,CD,2.53,8.550710986,7.717999295,23.75955794
Main,F5,male,CD,2.34,4.971194942,7.775282688,19.33610068
Main,F5,male,CD,2.34,5.78020578,7.412467061,20.07357974
Main,F5,male,CD,2.48,6.306442945,5.76650072,17.17946789
Main,F5,male,CD,2.48,6.398429862,7.003341299,13.9944831
Main,F5,male,CD,2.54,7.294140081,9.306575479,26.69526163
Main,F5,male,CD,2.56,7.403157735,7.849052221,33.07128786
Main,F5,male,CD,2.56,7.404904646,13.64834308,20.74600601
Main,F5,male,CD,2.63,5.272770823,12.26302443,25.15514587
Main,F5,male,CD,2.34,4.855472,8.184060117,17.08266933
Main,F5,male,CD,2.5,8.113476142,13.58598841,34.90845821
Main,F5,male,CD,2.38,6.199989915,8.232076318,20.34681052
Main,F5,male,CD,2.5,5.604192867,11.73077008,22.7234542
Main,F5,male,CD,2.46,6.065149384,11.68283683,29.6922656
Main,F5,male,CD,2.58,7.061356552,12.05013358,26.58425773
Main,F5,male,CD,2.4,8.423270295,13.80651862,29.47462302
Main,F5,male,CD,2.57,6.933147681,7.704852667,33.74550524
Main,F5,male,CD,2.52,6.49227445,8.032787181,27.72254069
Main,F5,male,CD,2.53,5.001148254,9.526646106,20.73160664
Main,F5,male,CD,2.41,6.558922123,12.18012376,26.91511299
Main,F5,male,CD,2.37,6.242762283,17.05580903,19.15895013
Main,F5,male,CD,2.44,7.212827493,10.32037238,29.34381965
Main,F5,male,CD,2.54,8.272881481,8.03649455,24.82661751
Main,F5,male,CD,2.43,6.750818889,7.008005551,22.26608278
Main,F5,male,CD,2.49,5.074925597,10.32604518,23.81593041
Main,F5,male,CD,2.49,4.444552077,9.683859334,14.92811486
Main,F5,male,CD,2.57,5.881559791,11.47254425,20.62112907
Main,F5,male,CD,2.41,5.936741585,11.75277291,25.57835495
Main,F5,male,CD,2.5,5.006919968,12.2018285,20.72820561
Main,F5,female,CD,3.69,9.082115865,14.44323141,20.68501552
Main,F5,female,CD,3.5,2.751215104,14.94166258,15.52352919
Main,F5,female,CD,3.2,5.103765415,8.50863317,12.13475949
Main,F5,female,CD,3.58,7.077126978,14.03049889,19.35968619
Main,F5,female,CD,3.75,9.121916516,18.12161328,25.87751375
Main,F5,female,CD,3.58,7.919421058,17.85260014,24.53511778
Main,F5,female,CD,3.7,11.9152993,18.1082439,12.85366727
Main,F5,female,CD,3.39,8.165895127,14.41214043,7.747482789
Main,F5,female,CD,3.4,9.108372278,18.19975505,14.46806395
Main,F5,female,CD,3.64,7.28080841,22.11201928,6.757538799
Main,F5,female,CD,3.48,9.569516491,2.243958081,12.51610571
Main,F5,female,CD,3.51,6.128170092,12.92137159,21.72088503
Main,F5,female,CD,3.26,5.059727259,17.73752265,15.12440132
Main,F5,female,CD,3.32,6.824263986,14.11405332,27.06064549
Main,F5,female,CD,3.61,6.944460586,14.47036946,20.47984468
Main,F5,female,CD,3.39,5.071397565,9.587765468,7.715710086
Main,F5,female,CD,3.54,7.870428048,14.82555156,17.40983991
Main,F5,female,CD,3.79,12.54378775,8.534381332,35.12983799
Main,F5,female,CD,3.62,8.802819489,20.05625878,22.02108751
Main,F5,female,CD,3.6,6.817469878,6.753766139,5.126663946
Main,F5,female,CD,3.8,8.440606708,17.65917683,29.59777722
Main,F5,female,CD,3.42,7.126925204,14.4387152,18.28772983
Main,F5,female,CD,3.65,11.3385487,15.93966687,26.91016224
Main,F5,female,CD,3.45,4.670376957,6.369008738,9.756632845
Main,F5,female,CD,3.42,5.182502594,10.36946895,13.62438103
Main,F5,female,CD,3.73,11.22878471,17.96636666,43.19854862
Main,F5,female,CD,3.7,10.30839279,18.14857391,52.56287402
Main,F5,female,CD,3.47,8.361605371,12.24067695,33.02603471
Main,F5,female,CD,3.71,15.57730173,21.77251029,50.48746693
Main,F5,female,CD,3.49,10.51111881,13.18271975,42.37364432
Main,F5,female,CD,3.63,14.86884083,16.97144136,33.64816197
Main,F5,female,CD,3.54,7.127793,12.58467102,41.67310058
Main,F5,female,CD,3.5,7.663510529,11.46946916,17.61639443
Main,F5,female,CD,3.77,10.88258778,12.5409847,22.07156693
Main,F5,female,CD,3.59,11.86004599,15.27867899,37.76184568
Main,F5,female,CD,3.33,7.842011017,17.61841462,32.55515853
Main,F5,female,CD,3.39,9.734503475,14.54990484,18.09604433
Main,F5,female,CD,3.29,9.446556526,13.49337931,17.44367829
Main,F5,female,CD,3.54,6.447278089,8.74886494,19.17854154
Main,F5,female,CD,3.47,9.24263251,9.439752819,27.10792239
Main,F5,female,CD,3.86,10.4454859,13.86824817,25.42167562
Main,F5,female,CD,3.72,10.31674994,13.5567043,37.03198216
Main,F5,female,CD,3.65,10.6748858,16.89401577,35.6550517
Main,F5,female,CD,3.81,9.981438558,13.63878449,23.77687205
